Player,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,PTS,Year,Pts Won,season_date
Danilo Gallinari,5.1,12.3,0.418,1.9,5.1,0.373,3.2,7.2,0.45,0.495,4.0,4.9,0.822,16.2,2013,0.0,2013-01-01
Jordan Hamilton,2.1,5.0,0.418,0.7,1.8,0.37,1.4,3.2,0.445,0.485,0.3,0.7,0.5,5.2,2013,0.0,2013-01-01
Andre Iguodala,5.0,11.0,0.451,1.1,3.6,0.317,3.8,7.4,0.515,0.502,1.9,3.4,0.574,13.0,2013,0.0,2013-01-01
Kosta Koufos,3.6,6.3,0.581,0.0,0.0,0.0,3.6,6.3,0.582,0.581,0.7,1.3,0.558,8.0,2013,0.0,2013-01-01
Ty Lawson,6.1,13.3,0.461,1.2,3.2,0.366,5.0,10.1,0.491,0.505,3.2,4.3,0.756,16.7,2013,1.0,2013-01-01
Javale Mcgee,3.8,6.7,0.575,0.0,0.0,1.0,3.8,6.7,0.574,0.576,1.4,2.4,0.591,9.1,2013,0.0,2013-01-01
Andre Miller,3.7,7.7,0.479,0.2,0.8,0.266,3.5,6.9,0.504,0.493,2.0,2.4,0.84,9.6,2013,0.0,2013-01-01
Quincy Miller,0.6,1.7,0.333,0.0,0.1,0.0,0.6,1.6,0.364,0.333,0.1,0.3,0.5,1.3,2013,0.0,2013-01-01
Timofey Mozgov,1.1,2.1,0.506,0.0,0.0,0.0,1.1,2.1,0.518,0.506,0.5,0.6,0.769,2.6,2013,0.0,2013-01-01
Anthony Randolph,1.4,2.9,0.491,0.0,0.2,0.0,1.4,2.7,0.528,0.491,0.8,1.2,0.689,3.7,2013,0.0,2013-01-01
Julyan Stone,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.8,1.0,0.75,1.8,2013,0.0,2013-01-01
Ron Brewer,3.7,8.4,0.436,0.0,0.1,0.143,3.7,8.3,0.439,0.437,1.2,1.5,0.798,8.6,1981,0.0,1981-01-01
Dave Corzine,4.5,9.1,0.49,0.0,0.0,0.0,4.5,9.1,0.492,0.49,1.5,2.1,0.714,10.5,1981,0.0,1981-01-01
Gus Gerard,1.5,4.1,0.369,0.0,0.1,0.0,1.5,4.0,0.383,0.369,1.0,1.5,0.675,4.0,1981,0.0,1981-01-01
George Gervin,10.4,21.1,0.492,0.1,0.4,0.257,10.3,20.7,0.496,0.494,6.2,7.6,0.826,27.1,1981,83.0,1981-01-01
Paul Griffin,2.0,4.0,0.511,0.0,0.0,0.0,2.0,4.0,0.511,0.511,2.1,3.1,0.672,6.1,1981,0.0,1981-01-01
George Johnson,2.0,4.2,0.473,0.0,0.0,0.0,2.0,4.2,0.473,0.473,1.0,1.3,0.734,5.0,1981,3.0,1981-01-01
George Johnson,2.0,4.2,0.473,0.0,0.0,0.0,2.0,4.2,0.473,0.473,1.0,1.3,0.734,5.0,1981,3.0,1981-01-01
Reggie Johnson,4.3,8.6,0.499,0.0,0.0,0.0,4.3,8.6,0.499,0.499,1.6,2.4,0.663,10.2,1981,0.0,1981-01-01
Johnny Moore,3.0,6.3,0.479,0.0,0.2,0.053,3.0,6.1,0.495,0.48,1.3,2.1,0.61,7.4,1981,0.0,1981-01-01
Mark Olberding,4.2,8.4,0.508,0.0,0.1,0.143,4.2,8.3,0.512,0.509,3.8,4.6,0.829,12.3,1981,0.0,1981-01-01
Kevin Restani,3.0,5.8,0.52,0.0,0.1,0.375,3.0,5.6,0.524,0.524,1.0,1.4,0.705,7.0,1981,0.0,1981-01-01
James Silas,6.3,13.3,0.477,0.0,0.0,0.0,6.3,13.3,0.478,0.477,5.0,5.9,0.85,17.7,1981,3.0,1981-01-01
Michael Wiley,2.3,4.2,0.551,0.0,0.1,0.0,2.3,4.1,0.559,0.551,1.1,1.5,0.75,5.7,1981,0.0,1981-01-01
Ron Brewer,4.6,10.9,0.426,0.1,0.2,0.389,4.6,10.7,0.427,0.431,1.9,2.3,0.835,11.3,1983,0.0,1983-01-01
Joe Barry Carroll,9.9,19.4,0.513,0.0,0.0,0.0,9.9,19.3,0.514,0.513,4.3,5.9,0.719,24.1,1983,0.0,1983-01-01
Lester Conner,1.9,4.0,0.479,0.0,0.1,0.0,1.9,4.0,0.485,0.479,1.1,1.5,0.699,4.9,1983,0.0,1983-01-01
Terry Duerod,1.8,3.8,0.474,0.0,0.0,0.0,1.8,3.8,0.474,0.474,0.0,0.0,0.0,3.6,1983,0.0,1983-01-01
Chris Engler,0.7,1.7,0.404,0.0,0.0,0.0,0.7,1.7,0.404,0.404,0.1,0.3,0.313,1.5,1983,0.0,1983-01-01
Sleepy Floyd,3.0,6.9,0.429,0.1,0.3,0.4,2.8,6.6,0.43,0.438,2.0,2.4,0.833,8.1,1983,0.0,1983-01-01
Joe Hassett,3.2,7.3,0.432,0.2,1.5,0.111,3.0,5.8,0.514,0.443,0.0,0.0,0.0,6.5,1983,0.0,1983-01-01
Mickey Johnson,5.0,11.8,0.425,0.0,0.5,0.083,5.0,11.3,0.438,0.426,4.0,4.9,0.821,14.1,1983,0.0,1983-01-01
Lewis Lloyd,4.0,7.8,0.518,0.0,0.1,0.25,4.0,7.7,0.52,0.519,1.4,1.9,0.719,9.4,1983,0.0,1983-01-01
Lorenzo Romar,3.2,7.0,0.465,0.1,0.4,0.303,3.1,6.6,0.475,0.474,1.0,1.3,0.743,7.6,1983,0.0,1983-01-01
Purvis Short,8.8,18.0,0.487,0.1,0.2,0.267,8.7,17.8,0.49,0.489,3.8,4.6,0.828,21.4,1983,0.0,1983-01-01
Derek Smith,0.8,1.9,0.412,0.0,0.1,0.0,0.8,1.8,0.429,0.412,0.6,0.9,0.68,2.2,1983,0.0,1983-01-01
Larry Smith,3.7,6.2,0.588,0.0,0.0,0.0,3.7,6.2,0.588,0.588,1.1,2.0,0.535,8.4,1983,0.0,1983-01-01
Sam Williams,3.4,6.4,0.526,0.0,0.0,0.0,3.4,6.4,0.527,0.526,1.6,2.3,0.719,8.4,1983,0.0,1983-01-01
Ronnie Brewer,1.2,3.3,0.354,0.4,1.3,0.303,0.8,2.0,0.385,0.412,0.3,0.7,0.41,3.0,2013,0.0,2013-01-01
Nick Collison,2.2,3.7,0.595,0.0,0.0,0.0,2.2,3.6,0.603,0.595,0.7,1.0,0.769,5.1,2013,0.0,2013-01-01
Kevin Durant,9.0,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,28.1,2013,765.0,2013-01-01
Derek Fisher,1.7,4.9,0.342,0.9,2.4,0.375,0.8,2.5,0.309,0.435,1.1,1.2,0.921,5.3,2013,0.0,2013-01-01
Serge Ibaka,5.6,9.7,0.573,0.3,0.7,0.351,5.3,9.0,0.591,0.586,1.8,2.4,0.749,13.2,2013,0.0,2013-01-01
Reggie Jackson,2.1,4.6,0.458,0.3,1.5,0.231,1.8,3.2,0.566,0.495,0.7,0.9,0.839,5.3,2013,0.0,2013-01-01
Perry Jones,1.0,2.6,0.394,0.0,0.1,0.0,1.0,2.6,0.402,0.394,0.3,0.4,0.667,2.3,2013,0.0,2013-01-01
Jeremy Lamb,1.0,3.0,0.353,0.4,1.3,0.3,0.7,1.7,0.395,0.419,0.6,0.6,1.0,3.1,2013,0.0,2013-01-01
Deandre Liggins,0.5,1.2,0.447,0.2,0.5,0.368,0.4,0.7,0.5,0.521,0.2,0.5,0.5,1.5,2013,0.0,2013-01-01
Kevin Martin,4.5,10.1,0.45,2.1,4.8,0.426,2.5,5.3,0.472,0.551,2.8,3.2,0.89,14.0,2013,0.0,2013-01-01
Daniel Orton,0.9,2.0,0.462,0.0,0.0,0.0,0.9,2.0,0.462,0.462,0.7,1.3,0.529,2.5,2013,0.0,2013-01-01
Kendrick Perkins,1.8,4.0,0.457,0.0,0.0,0.0,1.8,4.0,0.458,0.457,0.6,0.9,0.611,4.2,2013,0.0,2013-01-01
Thabo Sefolosha,2.8,5.8,0.481,1.3,3.2,0.419,1.4,2.6,0.558,0.597,0.7,0.9,0.826,7.6,2013,0.0,2013-01-01
Hasheem Thabeet,1.0,1.6,0.604,0.0,0.0,0.0,1.0,1.6,0.604,0.604,0.5,0.8,0.604,2.4,2013,0.0,2013-01-01
Russell Westbrook,8.2,18.7,0.438,1.2,3.7,0.323,7.0,15.1,0.466,0.47,5.6,7.0,0.8,23.2,2013,9.0,2013-01-01
Frank Brickowski,0.8,1.5,0.517,0.0,0.0,0.0,0.8,1.5,0.517,0.517,0.5,0.7,0.667,2.0,1986,0.0,1986-01-01
Tom Chambers,6.5,14.1,0.466,0.2,0.7,0.271,6.3,13.3,0.476,0.473,5.2,6.3,0.836,18.5,1986,0.0,1986-01-01
Gerald Henderson,5.3,11.0,0.482,0.2,0.6,0.346,5.1,10.3,0.491,0.492,2.3,2.7,0.83,13.1,1986,0.0,1986-01-01
Gerald Henderson,5.3,11.0,0.482,0.2,0.6,0.346,5.1,10.3,0.491,0.492,2.3,2.7,0.83,13.1,1986,0.0,1986-01-01
George Johnson,0.3,0.6,0.522,0.0,0.0,0.0,0.3,0.6,0.522,0.522,0.3,0.4,0.688,0.9,1986,0.0,1986-01-01
George Johnson,0.3,0.6,0.522,0.0,0.0,0.0,0.3,0.6,0.522,0.522,0.3,0.4,0.688,0.9,1986,0.0,1986-01-01
Tim Mccormick,3.3,5.8,0.57,0.0,0.0,0.5,3.3,5.7,0.57,0.571,2.3,3.2,0.713,8.8,1986,0.0,1986-01-01
Xavier Mcdaniel,7.0,14.3,0.49,0.0,0.1,0.2,7.0,14.2,0.492,0.491,3.0,4.4,0.687,17.1,1986,0.0,1986-01-01
Michael Phelps,1.7,4.1,0.409,0.0,0.2,0.083,1.7,3.9,0.423,0.411,0.6,1.1,0.595,4.0,1986,0.0,1986-01-01
David Pope,0.8,1.8,0.45,0.1,0.1,1.0,0.7,1.7,0.421,0.475,0.2,0.4,0.5,1.9,1986,0.0,1986-01-01
Jack Sikma,6.4,13.8,0.462,0.0,0.2,0.0,6.4,13.6,0.467,0.462,4.4,5.1,0.864,17.1,1986,0.0,1986-01-01
Ricky Sobers,3.1,6.9,0.444,0.2,0.6,0.302,2.9,6.4,0.456,0.456,1.4,1.6,0.88,7.7,1986,0.0,1986-01-01
Alex Stivrins,0.3,1.3,0.25,0.0,0.0,0.0,0.3,1.3,0.25,0.25,0.3,1.3,0.25,1.0,1986,0.0,1986-01-01
Danny Vranes,1.6,3.6,0.461,0.0,0.1,0.0,1.6,3.5,0.468,0.461,0.5,0.9,0.52,3.8,1986,0.0,1986-01-01
Al Wood,4.6,10.5,0.435,0.1,0.5,0.135,4.5,10.0,0.449,0.438,2.4,3.1,0.782,11.6,1986,0.0,1986-01-01
Danny Young,2.8,5.5,0.506,0.3,0.9,0.324,2.5,4.6,0.541,0.532,1.1,1.3,0.849,6.9,1986,0.0,1986-01-01
Frank Brickowski,5.0,9.4,0.527,0.0,0.0,0.0,5.0,9.4,0.528,0.527,2.6,3.3,0.798,12.6,1991,0.0,1991-01-01
Lester Conner,1.3,2.8,0.464,0.0,0.1,0.0,1.3,2.7,0.475,0.464,0.9,1.3,0.723,3.5,1991,0.0,1991-01-01
Adrian Dantley,1.9,5.0,0.38,0.1,0.3,0.333,1.8,4.7,0.383,0.39,1.8,2.6,0.692,5.7,1991,0.0,1991-01-01
Dale Ellis,6.7,14.1,0.474,1.1,3.1,0.363,5.5,11.0,0.504,0.513,2.4,3.3,0.723,16.8,1991,0.0,1991-01-01
Jeff Grayer,2.6,5.9,0.433,0.0,0.0,0.0,2.6,5.9,0.436,0.433,1.2,1.8,0.687,6.4,1991,0.0,1991-01-01
Steve Henson,1.2,2.8,0.418,0.3,0.8,0.333,0.9,2.0,0.452,0.466,0.6,0.6,0.905,3.1,1991,0.0,1991-01-01
Jay Humphries,6.0,12.0,0.502,0.8,2.0,0.373,5.3,10.0,0.528,0.533,2.4,3.0,0.799,15.2,1991,0.0,1991-01-01
Frank Kornet,0.7,1.9,0.371,0.2,0.6,0.278,0.6,1.4,0.409,0.411,0.2,0.4,0.538,1.8,1991,0.0,1991-01-01
Brad Lohaus,2.2,5.1,0.431,0.4,1.5,0.277,1.8,3.7,0.493,0.471,0.5,0.7,0.685,5.3,1991,0.0,1991-01-01
Fred Roberts,4.4,8.2,0.533,0.0,0.3,0.16,4.3,7.9,0.547,0.536,2.1,2.5,0.813,10.8,1991,0.0,1991-01-01
Alvin Robertson,5.4,11.2,0.485,0.3,0.8,0.365,5.1,10.4,0.493,0.497,2.5,3.2,0.757,13.6,1991,0.0,1991-01-01
Danny Schayes,3.6,7.3,0.499,0.0,0.1,0.0,3.6,7.2,0.503,0.499,3.3,4.0,0.835,10.6,1991,0.0,1991-01-01
Jack Sikma,3.8,9.0,0.427,0.6,1.8,0.341,3.2,7.2,0.448,0.46,2.2,2.6,0.843,10.4,1991,0.0,1991-01-01
Everette Stephens,0.7,1.0,0.667,0.0,0.0,0.0,0.7,1.0,0.667,0.667,0.7,0.7,1.0,2.0,1991,0.0,1991-01-01
Frank Brickowski,4.7,9.0,0.524,0.0,0.1,0.5,4.7,8.9,0.524,0.527,1.9,2.5,0.767,11.4,1992,0.0,1992-01-01
Lester Conner,1.3,3.0,0.431,0.0,0.1,0.0,1.3,2.9,0.444,0.431,1.0,1.4,0.704,3.5,1992,0.0,1992-01-01
Dale Ellis,6.0,12.8,0.469,1.7,4.1,0.419,4.3,8.7,0.492,0.536,2.0,2.6,0.774,15.7,1992,0.0,1992-01-01
Jeff Grayer,3.8,8.4,0.448,0.2,0.8,0.288,3.5,7.6,0.465,0.462,1.2,1.9,0.667,9.0,1992,0.0,1992-01-01
Steve Henson,1.0,2.9,0.361,0.5,1.0,0.479,0.6,1.9,0.302,0.441,0.5,0.6,0.793,3.0,1992,0.0,1992-01-01
Jay Humphries,5.3,11.3,0.469,0.6,2.0,0.292,4.7,9.3,0.508,0.496,2.7,3.5,0.783,14.0,1992,0.0,1992-01-01
Larry Krystkowiak,3.7,8.4,0.444,0.0,0.1,0.0,3.7,8.3,0.447,0.444,1.6,2.1,0.757,9.0,1992,0.0,1992-01-01
Jerome Lane,1.0,3.3,0.304,0.0,0.0,0.0,1.0,3.3,0.304,0.304,0.6,1.9,0.333,2.6,1992,0.0,1992-01-01
Brad Lohaus,2.3,5.1,0.45,0.8,2.1,0.396,1.5,3.1,0.486,0.529,0.4,0.6,0.659,5.8,1992,0.0,1992-01-01
Moses Malone,5.4,11.3,0.474,0.0,0.1,0.375,5.3,11.2,0.474,0.475,4.8,6.1,0.786,15.6,1992,0.0,1992-01-01
Dave Popson,0.6,1.4,0.429,0.0,0.2,0.0,0.6,1.2,0.5,0.429,0.2,0.4,0.5,1.4,1992,0.0,1992-01-01
Fred Roberts,3.9,8.1,0.482,0.2,0.5,0.514,3.7,7.6,0.48,0.497,1.6,2.1,0.749,9.6,1992,0.0,1992-01-01
Alvin Robertson,4.8,11.2,0.43,0.8,2.6,0.319,4.0,8.7,0.462,0.466,1.8,2.4,0.763,12.3,1992,0.0,1992-01-01
Danny Schayes,1.9,4.6,0.417,0.0,0.0,0.0,1.9,4.6,0.417,0.417,1.7,2.2,0.771,5.6,1992,0.0,1992-01-01
Junior Bridgeman,7.3,15.3,0.478,0.1,0.3,0.185,7.3,15.0,0.484,0.48,2.8,3.3,0.865,17.6,1980,0.0,1980-01-01
Quinn Buckner,4.6,9.8,0.467,0.0,0.1,0.4,4.5,9.7,0.468,0.469,1.6,2.1,0.734,10.7,1980,0.0,1980-01-01
Harvey Catchings,1.3,3.4,0.398,0.0,0.0,0.0,1.3,3.4,0.399,0.398,0.5,0.9,0.629,3.2,1980,0.0,1980-01-01
Pat Cummings,2.6,5.2,0.505,0.0,0.0,0.0,2.6,5.2,0.505,0.505,1.3,1.7,0.764,6.6,1980,0.0,1980-01-01
Marques Johnson,8.9,16.5,0.544,0.0,0.1,0.222,8.9,16.3,0.546,0.545,3.8,4.8,0.791,21.7,1980,0.0,1980-01-01
Bob Lanier,7.4,13.8,0.537,0.0,0.1,0.167,7.4,13.7,0.54,0.538,4.4,5.6,0.782,19.2,1980,0.0,1980-01-01
Dave Meyers,5.1,10.5,0.481,0.0,0.1,0.2,5.0,10.4,0.482,0.481,2.0,3.1,0.634,12.1,1980,0.0,1980-01-01
Sidney Moncrief,2.7,5.9,0.468,0.0,0.0,0.0,2.7,5.8,0.469,0.468,3.0,3.8,0.795,8.5,1980,0.0,1980-01-01
Lloyd Walton,1.4,3.2,0.455,0.0,0.0,0.333,1.4,3.1,0.456,0.457,0.6,0.9,0.69,3.6,1980,0.0,1980-01-01
Richard Washington,2.6,5.6,0.468,0.0,0.0,0.0,2.6,5.6,0.468,0.468,0.6,1.0,0.605,5.9,1980,0.0,1980-01-01
Brian Winters,6.7,14.0,0.479,0.5,1.3,0.373,6.2,12.7,0.49,0.496,2.3,2.7,0.86,16.2,1980,0.0,1980-01-01
Junior Bridgeman,7.0,14.3,0.487,0.0,0.3,0.143,6.9,14.0,0.494,0.489,2.8,3.1,0.884,16.8,1981,0.0,1981-01-01
Quinn Buckner,5.7,11.7,0.493,0.0,0.1,0.167,5.7,11.6,0.495,0.493,1.8,2.5,0.734,13.3,1981,1.0,1981-01-01
Harvey Catchings,1.7,3.9,0.447,0.0,0.0,0.0,1.7,3.9,0.447,0.447,0.8,1.2,0.641,4.2,1981,0.0,1981-01-01
Pat Cummings,3.4,6.2,0.539,0.0,0.0,0.0,3.4,6.2,0.541,0.539,1.3,1.9,0.707,8.0,1981,0.0,1981-01-01
Len Elmore,1.1,2.9,0.358,0.0,0.0,0.0,1.1,2.9,0.358,0.358,0.8,1.0,0.72,2.9,1981,0.0,1981-01-01
Mike Evans,1.9,4.1,0.46,0.0,0.2,0.143,1.9,3.9,0.477,0.464,0.7,0.9,0.781,4.5,1981,0.0,1981-01-01
Marques Johnson,8.4,15.2,0.552,0.0,0.1,0.0,8.4,15.1,0.556,0.552,3.5,5.0,0.706,20.3,1981,73.0,1981-01-01
Mickey Johnson,4.6,10.3,0.448,0.0,0.2,0.167,4.6,10.1,0.454,0.45,3.2,4.0,0.789,12.5,1981,0.0,1981-01-01
Bob Lanier,5.6,10.7,0.525,0.0,0.0,1.0,5.6,10.7,0.524,0.526,3.1,4.1,0.751,14.3,1981,4.0,1981-01-01
Sidney Moncrief,5.0,9.2,0.541,0.0,0.1,0.222,5.0,9.1,0.545,0.543,4.0,5.0,0.804,14.0,1981,0.0,1981-01-01
Brian Winters,4.8,10.1,0.475,0.3,0.7,0.353,4.5,9.4,0.485,0.488,1.7,2.0,0.869,11.6,1981,0.0,1981-01-01
Junior Bridgeman,5.1,10.6,0.483,0.1,0.2,0.444,5.0,10.3,0.483,0.487,2.2,2.5,0.864,12.5,1982,0.0,1982-01-01
Quinn Buckner,5.7,11.7,0.482,0.1,0.2,0.267,5.6,11.5,0.486,0.484,1.6,2.4,0.655,12.9,1982,0.0,1982-01-01
Harvey Catchings,1.2,2.8,0.42,0.0,0.0,0.0,1.2,2.8,0.42,0.42,0.5,0.9,0.594,2.9,1982,0.0,1982-01-01
Geoff Crompton,0.3,0.9,0.344,0.0,0.0,0.0,0.3,0.9,0.344,0.344,0.2,0.4,0.4,0.8,1982,0.0,1982-01-01
Pat Cummings,2.8,5.5,0.509,0.0,0.0,0.0,2.8,5.5,0.512,0.509,0.9,1.2,0.736,6.5,1982,0.0,1982-01-01
Bob Dandridge,1.9,5.0,0.382,0.0,0.0,0.0,1.9,5.0,0.382,0.382,0.9,1.5,0.588,4.7,1982,0.0,1982-01-01
Brad Holland,1.9,5.6,0.346,0.0,0.2,0.0,1.9,5.4,0.36,0.346,0.2,0.4,0.5,4.1,1982,0.0,1982-01-01
Marques Johnson,6.7,12.7,0.532,0.0,0.1,0.0,6.7,12.6,0.534,0.532,3.0,4.3,0.7,16.5,1982,3.0,1982-01-01
Mickey Johnson,4.9,10.0,0.491,0.0,0.1,0.143,4.9,9.9,0.495,0.492,3.1,3.8,0.801,12.9,1982,0.0,1982-01-01
Bob Lanier,5.5,9.9,0.558,0.0,0.0,0.0,5.5,9.8,0.56,0.558,2.5,3.3,0.752,13.5,1982,0.0,1982-01-01
Alton Lister,1.9,3.6,0.519,0.0,0.0,0.0,1.9,3.6,0.519,0.519,0.8,1.5,0.52,4.5,1982,0.0,1982-01-01
Scott May,3.3,6.4,0.508,0.0,0.1,0.0,3.3,6.4,0.513,0.508,2.4,3.0,0.824,9.0,1982,0.0,1982-01-01
Sidney Moncrief,7.0,13.3,0.523,0.0,0.2,0.071,6.9,13.1,0.529,0.524,5.9,7.2,0.817,19.8,1982,101.0,1982-01-01
Robert Smith,3.1,6.5,0.473,0.1,0.6,0.2,2.9,5.9,0.5,0.482,0.6,0.7,0.833,6.8,1982,0.0,1982-01-01
Kevin Stacom,2.0,4.9,0.412,0.1,0.3,0.5,1.9,4.6,0.406,0.426,0.1,0.3,0.5,4.3,1982,0.0,1982-01-01
Brian Winters,6.6,13.2,0.501,0.6,1.5,0.387,6.0,11.7,0.516,0.524,2.0,2.6,0.788,15.9,1982,0.0,1982-01-01
Junior Bridgeman,6.0,12.2,0.492,0.0,0.2,0.077,6.0,12.0,0.498,0.492,2.3,2.8,0.837,14.4,1983,0.0,1983-01-01
Harvey Catchings,1.2,2.7,0.457,0.0,0.0,0.0,1.2,2.7,0.457,0.457,0.8,1.2,0.674,3.3,1983,0.0,1983-01-01
Dave Cowens,3.4,7.7,0.444,0.0,0.1,0.0,3.4,7.6,0.447,0.444,1.3,1.6,0.825,8.1,1983,0.0,1983-01-01
Charlie Criss,2.6,5.7,0.451,0.1,0.5,0.194,2.5,5.2,0.474,0.459,1.0,1.2,0.895,6.2,1983,0.0,1983-01-01
Phil Ford,2.8,5.8,0.479,0.0,0.1,0.111,2.8,5.7,0.486,0.48,1.3,1.6,0.789,6.8,1983,0.0,1983-01-01
Armond Hill,1.0,1.9,0.538,0.0,0.0,0.0,1.0,1.9,0.538,0.538,1.3,1.6,0.818,3.3,1983,0.0,1983-01-01
Marques Johnson,9.0,17.8,0.509,0.1,0.3,0.2,9.0,17.5,0.514,0.511,3.3,4.5,0.735,21.4,1983,1.5,1983-01-01
Bob Lanier,4.2,8.5,0.491,0.0,0.0,0.0,4.2,8.5,0.492,0.491,2.3,3.4,0.684,10.7,1983,0.0,1983-01-01
Alton Lister,3.4,6.4,0.529,0.0,0.0,0.0,3.4,6.4,0.529,0.529,1.6,3.0,0.537,8.4,1983,5.0,1983-01-01
Paul Mokeski,1.6,3.6,0.458,0.0,0.0,0.0,1.6,3.5,0.459,0.458,0.7,0.9,0.735,3.9,1983,0.0,1983-01-01
Sidney Moncrief,8.0,15.2,0.524,0.0,0.1,0.1,8.0,15.1,0.528,0.525,6.6,7.9,0.826,22.5,1983,226.0,1983-01-01
Sam Pellom,1.0,2.7,0.375,0.0,0.0,0.0,1.0,2.7,0.375,0.375,0.0,0.0,0.0,2.0,1983,0.0,1983-01-01
Paul Pressey,2.7,5.9,0.457,0.0,0.1,0.111,2.7,5.8,0.464,0.458,1.3,2.2,0.597,6.7,1983,0.0,1983-01-01
Brian Winters,4.5,10.3,0.434,0.4,1.2,0.324,4.1,9.1,0.449,0.453,1.3,1.5,0.859,10.6,1983,0.0,1983-01-01
Junior Bridgeman,5.8,12.4,0.465,0.2,0.5,0.359,5.6,11.9,0.469,0.472,2.3,2.6,0.879,13.9,1985,0.0,1985-01-01
Michael Cage,2.9,5.3,0.543,0.0,0.0,0.0,2.9,5.3,0.543,0.543,1.3,1.8,0.737,7.1,1985,0.0,1985-01-01
Harvey Catchings,1.0,2.1,0.483,0.0,0.0,0.0,1.0,2.1,0.486,0.483,0.8,1.3,0.663,2.9,1985,0.0,1985-01-01
James Donaldson,4.3,6.7,0.637,0.0,0.0,0.0,4.3,6.7,0.637,0.637,2.8,3.7,0.749,11.3,1985,0.0,1985-01-01
Franklin Edwards,2.3,4.1,0.545,0.0,0.0,0.0,2.3,4.1,0.545,0.545,1.2,1.5,0.792,5.7,1985,0.0,1985-01-01
Lancaster Gordon,1.7,4.6,0.383,0.0,0.1,0.222,1.7,4.4,0.388,0.387,0.6,0.8,0.755,4.1,1985,0.0,1985-01-01
Marques Johnson,6.9,15.2,0.452,0.0,0.2,0.231,6.8,15.0,0.454,0.453,2.6,3.6,0.731,16.4,1985,0.0,1985-01-01
Jay Murphy,0.3,2.2,0.16,0.0,0.0,0.0,0.3,2.1,0.163,0.16,0.5,0.9,0.571,1.2,1985,0.0,1985-01-01
Norm Nixon,7.4,15.8,0.465,0.4,1.2,0.333,7.0,14.6,0.476,0.478,2.1,2.7,0.78,17.2,1985,0.0,1985-01-01
Derek Smith,8.5,15.9,0.537,0.0,0.2,0.158,8.5,15.7,0.542,0.538,5.0,6.3,0.794,22.1,1985,0.0,1985-01-01
Bill Walton,4.0,7.7,0.521,0.0,0.0,0.0,4.0,7.7,0.523,0.521,2.1,3.0,0.68,10.1,1985,0.0,1985-01-01
Bryan Warrick,1.5,3.0,0.491,0.0,0.1,0.25,1.4,2.9,0.497,0.494,0.8,1.0,0.772,3.7,1985,0.0,1985-01-01
Rory White,1.8,3.5,0.516,0.0,0.0,0.0,1.8,3.5,0.516,0.516,1.1,1.6,0.692,4.7,1985,0.0,1985-01-01
Dale Wilkinson,0.3,1.3,0.25,0.0,0.1,0.0,0.3,1.3,0.267,0.25,0.5,0.6,0.857,1.2,1985,0.0,1985-01-01
Mike Brittain,0.7,1.3,0.512,0.0,0.0,0.0,0.7,1.3,0.512,0.512,0.3,0.6,0.526,1.7,1986,0.0,1986-01-01
Tyrone Corbin,1.7,4.0,0.422,0.0,0.1,0.0,1.7,3.9,0.429,0.422,0.6,0.9,0.714,4.0,1986,0.0,1986-01-01
Artis Gilmore,6.0,9.6,0.618,0.0,0.0,0.0,6.0,9.6,0.619,0.618,4.8,6.8,0.701,16.7,1986,0.0,1986-01-01
Dave Greenwood,2.9,5.7,0.51,0.0,0.0,0.0,2.9,5.7,0.512,0.51,2.1,2.7,0.772,7.9,1986,0.0,1986-01-01
Alfredrick Hughes,2.2,5.5,0.409,0.0,0.3,0.176,2.2,5.2,0.42,0.413,0.7,1.2,0.583,5.2,1986,0.0,1986-01-01
Steve Johnson,5.1,8.1,0.632,0.0,0.0,0.0,5.1,8.1,0.632,0.632,3.6,5.3,0.694,13.8,1986,0.0,1986-01-01
Jeff Lamp,3.3,6.9,0.477,0.1,0.4,0.233,3.2,6.5,0.492,0.483,1.5,1.8,0.835,8.2,1986,0.0,1986-01-01
Wes Matthews,4.3,8.0,0.531,0.1,0.3,0.16,4.2,7.7,0.547,0.534,2.3,2.8,0.82,10.9,1986,0.0,1986-01-01
Mike Mitchell,9.8,20.7,0.473,0.0,0.1,0.0,9.8,20.5,0.476,0.473,3.9,4.8,0.809,23.4,1986,0.0,1986-01-01
Johnny Moore,5.4,10.8,0.495,0.1,0.8,0.182,5.2,10.0,0.52,0.502,2.1,3.1,0.686,13.0,1986,0.0,1986-01-01
Alvin Robertson,6.9,13.3,0.514,0.1,0.4,0.276,6.8,13.0,0.521,0.518,3.2,4.0,0.795,17.0,1986,3.0,1986-01-01
Jon Sundvold,3.1,6.8,0.462,0.3,0.9,0.35,2.8,5.9,0.478,0.484,0.6,0.7,0.813,7.1,1986,0.0,1986-01-01
Ennis Whatley,1.1,2.5,0.429,0.0,0.0,0.0,1.1,2.5,0.429,0.429,0.4,0.7,0.5,2.5,1986,0.0,1986-01-01
Jeff Wilkins,2.0,5.0,0.393,0.0,0.0,0.0,2.0,5.0,0.393,0.393,0.8,1.2,0.624,4.7,1986,0.0,1986-01-01
